Public ref. number,States (EN),Elect. group (EN),Region. group (EN),Year of inscription,Decision No.,Type of candidature,National or Multinational,Title (EN),Short description (EN)
675,Azerbaijan,Group II,Europe and North America,2015,10.COM 10.b.7,Representative List,National,Copper craftsmanship of Lahij,Copper craftsmanship of Lahij is the traditional practice of making and using copperware in the Lahij community of the Caucasus. The copper-smelting master prepares the copper then the coppersmith-hammerer moulds it into thin plates. A craftsperson engraves the plates with designs environmental in nature reflecting traditional knowledge and values. People from Azerbaijan buy the copperware to use it in their daily lives. The practice is transmitted from father to son and said to be a clear marker of Lahij identity.
1286,Azerbaijan; Iran (Islamic Republic of),Group II; Group IV,Europe and North America,2017,12.COM 11.b.15,Representative List,Multinational,"Art of crafting and playing with Kamantcheh/Kamancha, a bowed string musical instrument","The art of crafting and playing Kamantcheh/Kamancha ('little bow'), a bowed string instrument, has existed for over 1,000 years. In the Islamic Republic of Iran and Azerbaijan, it is a major element of classical and folkloric music, and performances occupy a central place in many gatherings. Kamantcheh is both a key source of earning a living and a strong part of the communities' living heritage. Knowledge relating to the art of crafting and playing Kamantcheh is transmitted both within families and in musical institutions."
1286,Azerbaijan; Iran (Islamic Republic of),Group II; Group IV,Asia and the Pacific,2017,12.COM 11.b.15,Representative List,Multinational,"Art of crafting and playing with Kamantcheh/Kamancha, a bowed string musical instrument","The art of crafting and playing Kamantcheh/Kamancha ('little bow'), a bowed string instrument, has existed for over 1,000 years. In the Islamic Republic of Iran and Azerbaijan, it is a major element of classical and folkloric music, and performances occupy a central place in many gatherings. Kamantcheh is both a key source of earning a living and a strong part of the communities' living heritage. Knowledge relating to the art of crafting and playing Kamantcheh is transmitted both within families and in musical institutions."
1188,Azerbaijan,Group II,Europe and North America,2017,12.COM 11.b.3,Representative List,National,"Dolma making and sharing tradition, a marker of cultural identity","The Dolma tradition relates to the preparation of the traditional meal 'dolma', which consists of small fillings wrapped in fresh or pre-cooked leaves or stuffed in fruits and vegetables. The meal is enjoyed on special occasions and gatherings, within families and local communities. The practice expresses solidarity, respect and hospitality. Communities are actively involved in safeguarding its viability through awareness-raising activities and it is transmitted primarily within families and vocational and apprenticeship schools."
1190,Azerbaijan,Group II,Europe and North America,2018,13.COM 10.a.2,Urgent Safeguarding List,National,"Yalli (Kochari, Tenzere), traditional group dances of Nakhchivan","Yalli (Kochari, Tenzere), traditional group dances of Nakhchivan, are collective performances typically danced in a circle, chain or line. They involve games, pantomime (imitations of birds or other animals) and physical exercises and movements. The dances are performed spontaneously or in a planned manner during festivities, with free participation being one of their key principles. Several factors currently threaten the transmission of the dances including a shift from informal to formal transmission, a preference for staged performances, labour migration, and drastic simplification of the dances."
1511,Azerbaijan,Group II,Europe and North America,2020,15.COM 8.b.16,Representative List,National,"Nar Bayrami, traditional pomegranate festivity and culture","Nar Bayrami is an annual festival in October/November in Azerbaijan's Goychay region that celebrates the pomegranate and its centuries-old traditional uses and symbolic meaning. Pomegranate culture encompasses practices, knowledge, traditions and skills related to the cultivation of the fruit, which is used not only in a range of culinary preparations, but is also featured in crafts, decorative arts, myths, storytelling, and other creative outlets. The festival highlights local nature and culture celebrating the pomegranate's practical and symbolic importance."
1747,Bahrain,Group V(b),Arab States,2021,16.COM 8.b.3,Representative List,National,Fjiri,"Fjiri is a musical performance that commemorates the history of pearl diving in Bahrain. Viewed as a means of expressing the connection between the Bahraini people and the sea, the practice dates back to the late nineteenth century, it is usually performed and transmitted in cultural spaces called durs by descendants of pearl divers and pearling crews and by other individuals interested in preserving the tradition. During the performance, an all-male group of musicians sits in a circle, singing and playing percussion instruments. The centre of the circle is occupied by dancers and the lead singer."
107,Bangladesh,Group IV,Asia and the Pacific,2008,3.COM 1,Representative List,National,Baul songs,
879,Bangladesh,Group IV,Asia and the Pacific,2013,8.COM 8.4,Representative List,National,Traditional art of Jamdani weaving,"Jamdani is a time-consuming and labour-intensive form of handloom weaving traditionally practised by craftspeople around Dhaka. The sheer cotton textiles are renowned for the richness of their motifs, which are woven directly on the loom. Bengali women wear Jamdani saris as a symbol of identity, dignity and self-recognition, both for everyday wear and at celebrations. The traditional motifs and weaving techniques are transmitted by master weavers to disciples and are handed down within families in the weaver community."
1091,Bangladesh,Group IV,Asia and the Pacific,2016,11.COM 10.b.3,Representative List,National,Mangal Shobhajatra on Pahela Baishakh,"Mangal Shobhajatra is a festival for the public that celebrates Pahela Baishakh (New Year's Day) on April 14 organized by students and teachers of Dhaka University's Faculty of Fine Art. The tradition began in 1989 when students, frustrated living under military rule, wanted to bring the community hope for a better future. It features floats and masks symbolizing strength, peace and a driving away of evil to allow for progress. Transmitted by the school, it promotes public solidarity and democracy."
